CODCID;UF;NOMECID;DDD;CODREG;DISTANCIA;DTALTER;DESCRICAOCORREIO;SEQENTREGA;POPULACAO;CODMUNFIS;VLRFRETEMIN;VLRFRETETON;TIPOFRETE;VLRFRETEKM;VLRTAXAENT;CODMUNSIAFI;CODMUNDMS;LATITUDE;LONGITUDE;VENDAMIN;CODMUNDIEF;QTDDIASSUB;QTDSUB;TEMSUBSTITNFSE;TIPCANCNFSE;VLRLIMCANCNFSE;MOTCANCSUBNFSE;METARREDVLRISS;MAXNOTALOTENFSE;NFSETEMPLATESUBST;TIPOCNAE;NUVERSAO;LINKAGUA;LINKENERGIA;LINKIPTU;TIMPARCPREFEITURA;NOFORMATLC116;CNAEFULLNFSE;NOINSCMUNPAR;GERCODNATISSJSON;ENVITENSSEPJSON;QTDMAXENVITENSJSON;OBSJSONENOTAS;PERMCANCNFSESUBSTIT;JSONSEMALIDENMUN;VMINRETENCAOISS;ACTCANEXNT;ENVFPJSON;CODPARCNFSE;REMZEROESQUERDLC116;INFQTDVLRUNIJSON;ENVMULEMAILJSON;GERNUNFSEINFCPM;ATUNUVERSAO;ENVTAGDESCONJSON;MASCARALC116;GERCNAEMULTJSON;REGESPTRIB;ENVCODIGONBSJSON;MASCARANBS;ENVTPSERVJSON
5224;8;TERRA ROXA;44;0;;23/01/2019 00:07;TERRA ROXA;;;4127403;;;C;;;7921;758500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5225;9;TERRA SANTA;93;0;;23/01/2019 00:09;TERRA SANTA;;;1507979;;;C;;;637;67600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5226;5;TESOURO;66;0;;23/01/2019 00:11;TESOURO;;;5108105;;;C;;;9161;72300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5227;15;TEUTONIA;51;0;;23/01/2019 00:13;TEUTONIA;;;4321451;;;C;;;9821;858000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5228;11;THEOBROMA;69;0;;22/01/2019 23:58;THEOBROMA;;;1101609;;;C;;;975;105700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5229;21;TIANGUA;88;0;;23/01/2019 00:00;TIANGUA;;;2313401;;;C;;;1569;165500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5230;8;TIBAGI;42;0;;23/01/2019 00:02;TIBAGI;;;4127502;;;C;;;7923;735900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5231;26;TIBAU;84;0;;23/01/2019 00:04;TIBAU;;;2411056;;;C;;;428;181600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5232;26;TIBAU DO SUL;84;0;;23/01/2019 00:06;TIBAU DO SUL;;;2414209;;;C;;;1881;237600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5233;1;TIETE;15;0;;23/01/2019 00:08;TIETE;;;3554508;;;C;;;7191;657900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5234;13;TIGRINHOS;49;0;;23/01/2019 00:11;TIGRINHOS;;;4217956;;;C;;;946;187400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5235;13;TIJUCAS;48;0;;23/01/2019 00:13;TIJUCAS;;;4218004;;;C;;;8355;815200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5236;8;TIJUCAS DO SUL;41;0;;22/01/2019 23:57;TIJUCAS DO SUL;;;4127601;;;C;;;7925;733700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5237;10;TIMBAUBA;81;0;;22/01/2019 23:59;TIMBAUBA;;;2615300;;;C;;;2605;297900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5238;26;TIMBAUBA DOS BATISTAS;84;0;;23/01/2019 00:01;TIMBAUBA DOS BATISTAS;;;2414308;;;C;;;1883;226900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5239;13;TIMBE DO SUL;48;0;;23/01/2019 00:04;TIMBE DO SUL;;;4218103;;;C;;;8393;825900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5240;31;TIMBIRAS;99;0;;23/01/2019 00:06;TIMBIRAS;;;2112100;;;C;;;935;134400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5241;13;TIMBO;47;0;;23/01/2019 00:08;TIMBO;;;4218202;;;C;;;8357;809600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5242;13;TIMBO GRANDE;49;0;;23/01/2019 00:10;TIMBO GRANDE;;;4218251;;;C;;;9971;44700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5243;1;TIMBURI;14;0;;23/01/2019 00:12;TIMBURI;;;3554607;;;C;;;7193;697500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5244;31;TIMON;99;0;;22/01/2019 23:57;TIMON;;;2112209;;;C;;;937;134500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5245;2;TIMOTEO;31;0;;22/01/2019 23:59;TIMOTEO;;;3168705;;;C;;;5373;537700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5246;15;TIO HUGO;54;0;;23/01/2019 00:01;TIO HUGO;;;4321469;;;C;;;1174;228000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5247;2;TIRADENTES;32;0;;23/01/2019 00:03;TIRADENTES;;;3168804;;;C;;;5375;552700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5248;15;TIRADENTES DO SUL;55;0;;23/01/2019 00:05;TIRADENTES DO SUL;;;4321477;;;C;;;6077;133100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5249;2;TIROS;34;0;;23/01/2019 00:07;TIROS;;;3168903;;;C;;;5377;448800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5250;22;TOBIAS BARRETO;79;0;;23/01/2019 00:09;TOBIAS BARRETO;;;2807402;;;C;;;3247;330700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5251;14;TOCANTINIA;63;0;;23/01/2019 00:12;TOCANTINIA;;;1721109;;;C;;;9619;4800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5252;14;TOCANTINOPOLIS;63;0;;23/01/2019 00:14;TOCANTINOPOLIS;;;1721208;;;C;;;9621;1300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5253;2;TOCANTINS;32;0;;23/01/2019 16:12;TOCANTINS;;;3169000;;;C;;;5379;494100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5254;2;TOCOS DO MOGI;35;0;;23/01/2019 16:14;TOCOS DO MOGI;;;3169059;;;C;;;740;215100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5255;2;TOLEDO;35;0;;23/01/2019 16:16;TOLEDO;;;3169109;;;C;;;5381;530400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5256;8;TOLEDO;45;0;;23/01/2019 16:19;TOLEDO;;;4127700;;;C;;;7927;758600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5257;22;TOMAR DO GERU;79;0;;23/01/2019 16:20;TOMAR DO GERU;;;2807501;;;C;;;3249;330800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5258;8;TOMAZINA;43;0;;23/01/2019 16:22;TOMAZINA;;;4127809;;;C;;;7929;743300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5259;2;TOMBOS;32;0;;23/01/2019 16:25;TOMBOS;;;3169208;;;C;;;5383;490300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5260;9;TOME-ACU;91;0;;23/01/2019 16:27;TOME-ACU;;;1508001;;;C;;;559;103800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5261;18;TONANTINS;97;0;;23/01/2019 16:11;TONANTINS;;;1304237;;;C;;;9851;80600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5262;10;TORITAMA;81;0;;23/01/2019 16:13;TORITAMA;;;2615409;;;C;;;2607;283200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5263;5;TORIXOREU;66;0;;23/01/2019 16:16;TORIXOREU;;;5108204;;;C;;;9163;72400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5264;15;TOROPI;55;0;;23/01/2019 16:18;TOROPI;;;4321493;;;C;;;1018;183100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5265;1;TORRE DE PEDRA;15;0;;23/01/2019 16:20;TORRE DE PEDRA;;;3554656;;;C;;;3227;81000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5266;15;TORRES;51;0;;23/01/2019 16:21;TORRES;;;4321501;;;C;;;8933;864200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5267;1;TORRINHA;14;0;;23/01/2019 16:24;TORRINHA;;;3554706;;;C;;;7195;651600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5268;26;TOUROS;84;0;;23/01/2019 16:26;TOUROS;;;2414407;;;C;;;1885;227600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5269;1;TRABIJU;16;0;;23/01/2019 16:11;TRABIJU;;;3554755;;;C;;;826;189300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5270;9;TRACUATEUA;91;0;;23/01/2019 16:13;TRACUATEUA;;;1508035;;;C;;;68;110806;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5271;10;TRACUNHAEM;81;0;;23/01/2019 16:15;TRACUNHAEM;;;2615508;;;C;;;2609;298000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5272;19;TRAIPU;82;0;;23/01/2019 16:17;TRAIPU;;;2709202;;;C;;;2883;314400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5273;9;TRAIRAO;93;0;;23/01/2019 16:19;TRAIRAO;;;1508050;;;C;;;635;109900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5274;21;TRAIRI;85;0;;23/01/2019 16:21;TRAIRI;;;2313500;;;C;;;1571;160800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5275;7;TRAJANO DE MORAIS;22;0;;23/01/2019 16:23;TRAJANO DE MORAIS;;;3305901;;;C;;;5917;598300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5276;15;TRAMANDAI;51;0;;23/01/2019 16:25;TRAMANDAI;;;4321600;;;C;;;8935;864300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5277;15;TRAVESSEIRO;51;0;;23/01/2019 16:10;TRAVESSEIRO;;;4321626;;;C;;;6037;101100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5278;6;TREMEDAL;77;0;;23/01/2019 16:12;TREMEDAL;;;2931806;;;C;;;3935;353900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5279;1;TREMEMBE;12;0;;23/01/2019 16:15;TREMEMBE;;;3554805;;;C;;;7197;705800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5280;15;TRES ARROIOS;54;0;;23/01/2019 16:17;TRES ARROIOS;;;4321634;;;C;;;7331;905900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5281;13;TRES BARRAS;47;0;;23/01/2019 16:19;TRES BARRAS;;;4218301;;;C;;;8359;847600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5282;8;TRES BARRAS DO PARANA;45;0;;23/01/2019 16:21;TRES BARRAS DO PARANA;;;4127858;;;C;;;7987;758700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5283;15;TRES CACHOEIRAS;51;0;;23/01/2019 16:23;TRES CACHOEIRAS;;;4321667;;;C;;;7329;864600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5284;2;TRES CORACOES;35;0;;23/01/2019 16:25;TRES CORACOES;;;3169307;;;C;;;5385;522600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5285;15;TRES COROAS;51;0;;23/01/2019 16:27;TRES COROAS;;;4321709;;;C;;;8937;854600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5286;15;TRES DE MAIO;55;0;;23/01/2019 16:12;TRES DE MAIO;;;4321808;;;C;;;8939;891300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5287;15;TRES FORQUILHAS;51;0;;23/01/2019 16:14;TRES FORQUILHAS;;;4321832;;;C;;;5777;96500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5288;1;TRES FRONTEIRAS;17;0;;23/01/2019 16:16;TRES FRONTEIRAS;;;3554904;;;C;;;7199;623600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5289;12;TRES LAGOAS;67;0;;23/01/2019 16:18;TRES LAGOAS;;;5008305;;;C;;;9165;48200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5290;2;TRES MARIAS;38;0;;23/01/2019 16:20;TRES MARIAS;;;3169356;;;C;;;4115;451400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5291;15;TRES PALMEIRAS;54;0;;23/01/2019 16:23;TRES PALMEIRAS;;;4321857;;;C;;;7327;898700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5292;15;TRES PASSOS;55;0;;23/01/2019 16:25;TRES PASSOS;;;4321907;;;C;;;8941;891400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5293;2;TRES PONTAS;35;0;;23/01/2019 16:27;TRES PONTAS;;;3169406;;;C;;;5387;507800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5294;4;TRES RANCHOS;64;0;;23/01/2019 16:11;TRES RANCHOS;;;5221304;;;C;;;9623;37800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5295;7;TRES RIOS;24;0;;23/01/2019 16:14;TRES RIOS;;;3306008;;;C;;;5919;605000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5296;13;TREVISO;48;0;;23/01/2019 16:16;TREVISO;;;4218350;;;C;;;948;187500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5297;13;TREZE DE MAIO;48;0;;23/01/2019 16:18;TREZE DE MAIO;;;4218400;;;C;;;8361;822200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5298;13;TREZE TILIAS;49;0;;23/01/2019 16:20;TREZE TILIAS;;;4218509;;;C;;;8363;834400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5299;10;TRINDADE;87;0;;23/01/2019 16:22;TRINDADE;;;2615607;;;C;;;2611;267700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5300;4;TRINDADE;62;0;;23/01/2019 16:24;TRINDADE;;;5221403;;;C;;;9625;28800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5301;15;TRINDADE DO SUL;54;0;;23/01/2019 16:26;TRINDADE DO SUL;;;4321956;;;C;;;7325;52100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5302;17;TRIUNFO;83;0;;23/01/2019 16:33;TRIUNFO;;;2516805;;;C;;;2237;244100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5303;10;TRIUNFO;87;0;;23/01/2019 16:35;TRIUNFO;;;2615706;;;C;;;2613;275700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5304;15;TRIUNFO;51;0;;23/01/2019 16:37;TRIUNFO;;;4322004;;;C;;;8943;867100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5305;26;TRIUNFO POTIGUAR;84;0;;23/01/2019 16:39;TRIUNFO POTIGUAR;;;2414456;;;C;;;436;202500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5306;31;TRIZIDELA DO VALE;99;0;;23/01/2019 16:41;TRIZIDELA DO VALE;;;2112233;;;C;;;258;166200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5307;4;TROMBAS;62;0;;23/01/2019 16:44;TROMBAS;;;5221452;;;C;;;9761;13500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5308;13;TROMBUDO CENTRAL;47;0;;23/01/2019 16:46;TROMBUDO CENTRAL;;;4218608;;;C;;;8365;813200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5309;13;TUBARAO;48;0;;23/01/2019 16:48;TUBARAO;;;4218707;;;C;;;8367;822300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5310;6;TUCANO;75;0;;23/01/2019 16:32;TUCANO;;;2931905;;;C;;;3937;364900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5311;9;TUCUMA;94;0;;23/01/2019 16:35;TUCUMA;;;1508084;;;C;;;397;94100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5312;15;TUCUNDUVA;55;0;;23/01/2019 16:37;TUCUNDUVA;;;4322103;;;C;;;8945;891500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5313;9;TUCURUI;94;0;;23/01/2019 16:39;TUCURUI;;;1508100;;;C;;;561;103000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5314;31;TUFILANDIA;98;0;;23/01/2019 16:41;TUFILANDIA;;;2112274;;;C;;;260;166300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5315;1;TUIUTI;11;0;;23/01/2019 16:43;TUIUTI;;;3554953;;;C;;;2955;75000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5316;2;TUMIRITINGA;33;0;;23/01/2019 16:45;TUMIRITINGA;;;3169505;;;C;;;5389;474500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5317;13;TUNAPOLIS;49;0;;23/01/2019 16:47;TUNAPOLIS;;;4218756;;;C;;;9991;46100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5318;15;TUNAS;51;0;;23/01/2019 16:49;TUNAS;;;4322152;;;C;;;7323;919500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5319;8;TUNAS DO PARANÁ;41;0;;23/01/2019 16:34;TUNAS DO PARANÁ;;;4127882;;;C;;;5455;82600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5320;8;TUNEIRAS DO OESTE;44;0;;23/01/2019 16:36;TUNEIRAS DO OESTE;;;4127908;;;C;;;7931;801900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5321;31;TUNTUM;99;0;;23/01/2019 16:38;TUNTUM;;;2112308;;;C;;;939;127300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5322;1;TUPA;14;0;;23/01/2019 16:40;TUPA;;;3555000;;;C;;;7201;686300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5323;2;TUPACIGUARA;34;0;;23/01/2019 16:43;TUPACIGUARA;;;3169604;;;C;;;5391;453600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5324;10;TUPANATINGA;87;0;;23/01/2019 16:45;TUPANATINGA;;;2615805;;;C;;;2615;280400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5325;15;TUPANCI DO SUL;54;0;;23/01/2019 16:47;TUPANCI DO SUL;;;4322186;;;C;;;5979;133200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5326;15;TUPANCIRETA;55;0;;23/01/2019 16:48;TUPANCIRETA;;;4322202;;;C;;;8947;932500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5327;15;TUPANDI;51;0;;23/01/2019 16:34;TUPANDI;;;4322251;;;C;;;7321;855500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5328;15;TUPARENDI;55;0;;23/01/2019 16:36;TUPARENDI;;;4322301;;;C;;;8949;891600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5329;10;TUPARETAMA;87;0;;23/01/2019 16:38;TUPARETAMA;;;2615904;;;C;;;2617;275800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5330;8;TUPASSI;44;0;;23/01/2019 16:40;TUPASSI;;;4127957;;;C;;;7993;758800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5331;1;TUPI PAULISTA;18;0;;23/01/2019 16:42;TUPI PAULISTA;;;3555109;;;C;;;7203;676200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5332;14;TUPIRAMA;63;0;;23/01/2019 16:44;TUPIRAMA;;;1721257;;;C;;;102;190800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5333;14;TUPIRATINS;63;0;;23/01/2019 16:46;TUPIRATINS;;;1721307;;;C;;;365;65700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5334;31;TURIACU;98;0;;23/01/2019 16:48;TURIACU;;;2112407;;;C;;;941;119400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5335;31;TURILANDIA;98;0;;23/01/2019 16:33;TURILANDIA;;;2112456;;;C;;;262;166400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5336;1;TURIUBA;18;0;;23/01/2019 16:35;TURIUBA;;;3555208;;;C;;;7205;679200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5337;2;TURMALINA;38;0;;23/01/2019 16:37;TURMALINA;;;3169703;;;C;;;5393;435500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5338;1;TURMALINA;17;0;;23/01/2019 16:39;TURMALINA;;;3555307;;;C;;;7207;623700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5339;15;TURUCU;53;0;;23/01/2019 16:42;TURUCU;;;4322327;;;C;;;1020;206800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
